,profit,budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year,ROI_pct,release_dt
1129,17895491,24000000,TriStar Pictures,USA,Terry Gilliam,Comedy,41895491,The Fisher King,R,9/27/1991,137,7.6,Jeff Bridges,67814,Richard LaGravenese,1991,74.56454583333334,1991-09-27
1130,30509925,29000000,Geffen Pictures,USA,Tony Scott,Action,59509925,The Last Boy Scout,R,12/13/1991,105,6.9,Bruce Willis,80307,Shane Black,1991,105.20663793103449,1991-12-13
1131,2868585,75000000,Imagine Films Entertainment,USA,Ron Howard,Action,77868585,Backdraft,R,5/24/1991,137,6.7,Kurt Russell,61711,Gregory Widen,1991,3.8247799999999943,1991-05-24
1132,82599005,19000000,Twentieth Century Fox Film Corporation,USA,Joseph Ruben,Drama,101599005,Sleeping with the Enemy,R,2/8/1991,99,6.2,Julia Roberts,40443,Nancy Price,1991,434.7316052631579,1991-02-08
1134,18204154,6000000,Universal Pictures,USA,Wes Craven,Comedy,24204154,The People Under the Stairs,R,11/1/1991,102,6.3,Brandon Quintin Adams,25742,Wes Craven,1991,303.40256666666664,1991-11-01
1136,5073942,10000000,TriStar Pictures,USA,Daniel Petrie Jr.,Action,15073942,Toy Soldiers,R,4/26/1991,111,6.5,Sean Astin,17063,William P. Kennedy,1991,50.73942,1991-04-26
1137,39124253,8500000,Warner Bros.,USA,Mario Van Peebles,Action,47624253,New Jack City,R,3/8/1991,97,6.6,Wesley Snipes,25867,Thomas Lee Wright,1991,460.28532941176474,1991-03-08
1138,53656813,25000000,Golden Harvest Company,USA,Michael Pressman,Action,78656813,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,PG,3/22/1991,88,6.0,Paige Turco,44901,Kevin Eastman,1991,214.627252,1991-03-22
1139,23872033,11000000,New Line Cinema,USA,Rachel Talalay,Comedy,34872033,Freddy's Dead: The Final Nightmare,R,9/13/1991,89,4.9,Robert Englund,33582,Wes Craven,1991,217.0184818181818,1991-09-13
1140,-47781920,65000000,TriStar Pictures,USA,Michael Lehmann,Action,17218080,Hudson Hawk,R,5/24/1991,100,5.8,Bruce Willis,45642,Bruce Willis,1991,-73.51064615384615,1991-05-24
1142,18037513,20000000,Interscope Communications,USA,Peter Hewitt,Adventure,38037513,Bill & Ted's Bogus Journey,PG,7/19/1991,93,6.2,Keanu Reeves,52853,Chris Matheson,1991,90.187565,1991-07-19
1143,37090334,6788000,PolyGram Filmed Entertainment,USA,Ate de Jong,Comedy,43878334,Drop Dead Fred,PG-13,5/24/1991,103,5.8,Phoebe Cates,23181,Elizabeth Livingston,1991,546.4103417796111,1991-05-24
1144,15102717,15000000,Stone Group Pictures,USA,Sheldon Lettich,Action,30102717,Double Impact,R,8/9/1991,110,5.5,Jean-Claude Van Damme,31574,Sheldon Lettich,1991,100.68478,1991-08-09
1145,-1484190,3500000,Victor Company of Japan (JVC),France,Jim Jarmusch,Comedy,2015810,Night on Earth,R,12/12/1991,129,7.8,Winona Ryder,44688,Jim Jarmusch,1991,-42.40542857142857,1991-12-12
1146,12755594,13500000,Paramount Pictures,USA,Stan Dragoti,Comedy,26255594,Necessary Roughness,PG-13,9/27/1991,108,6.1,Scott Bakula,8750,Rick Natkin,1991,94.48588148148147,1991-09-27
1147,-6226465,29000000,Paramount Pictures,USA,Garry Marshall,Comedy,22773535,Frankie and Johnny,R,10/11/1991,118,6.7,Al Pacino,24326,Terrence McNally,1991,-21.470568965517245,1991-10-11
1148,-11437284,35000000,Joseph S. Vecchio Entertainment,USA,John Landis,Comedy,23562716,Oscar,PG,4/26/1991,109,6.4,Sylvester Stallone,25116,Claude Magnier,1991,-32.677954285714286,1991-04-26
1151,19114016,30000000,TriStar Pictures,USA,Barry Levinson,Biography,49114016,Bugsy,R,12/20/1991,136,6.8,Warren Beatty,22209,James Toback,1991,63.71338666666666,1991-12-20
1152,44787599,30000000,Columbia Pictures Corporation,USA,Barbra Streisand,Drama,74787599,The Prince of Tides,R,12/25/1991,132,6.7,Barbra Streisand,13391,Pat Conroy,1991,149.29199666666668,1991-12-25
1153,63930411,23000000,Paramount Pictures,USA,David Zucker,Comedy,86930411,The Naked Gun 2�: The Smell of Fear,PG-13,6/28/1991,85,6.8,Leslie Nielsen,89142,Jim Abrahams,1991,277.9583086956522,1991-06-28
1154,25673161,14000000,Arnold Kopelson Productions,USA,John Flynn,Action,39673161,Out for Justice,R,4/12/1991,91,6.0,Steven Seagal,18164,R. Lance Hill,1991,183.37972142857143,1991-04-12
1156,18482682,14000000,Universal Pictures,USA,Spike Lee,Drama,32482682,Jungle Fever,R,6/7/1991,132,6.5,Wesley Snipes,14307,Spike Lee,1991,132.01915714285715,1991-06-07
1157,-4806938,6000000,Alive Films,USA,David Kellogg,Comedy,1193062,Cool as Ice,PG,10/18/1991,91,2.8,Vanilla Ice,7942,David Stenn,1991,-80.11563333333334,1991-10-18
1159,-6998500,50000000,Paramount Pictures,USA,Mike Nichols,Drama,43001500,Regarding Henry,PG-13,7/10/1991,108,6.7,Harrison Ford,24971,J.J. Abrams,1991,-13.997000000000003,1991-07-10
1160,-5724443,8000000,Little Tokyo Productions,USA,Mark L. Lester,Action,2275557,Showdown in Little Tokyo,R,8/23/1991,79,6.1,Dolph Lundgren,13465,Stephen Glantz,1991,-71.5555375,1991-08-23
1162,-9758650,17000000,Metro-Goldwyn-Mayer (MGM),USA,Lili Fini Zanuck,Action,7241350,Rush,R,1/17/1992,120,6.7,Jason Patric,6699,Kim Wozencraft,1991,-57.40382352941176,1992-01-17
1163,23016380,15000000,Paramount Pictures,USA,Kenneth Branagh,Crime,38016380,Dead Again,R,8/30/1991,107,7.0,Kenneth Branagh,22783,Scott Frank,1991,153.44253333333336,1991-08-30
1164,1205108,23000,Detour Filmproduction,USA,Richard Linklater,Comedy,1228108,Slacker,R,7/5/1991,97,7.1,Richard Linklater,16396,Richard Linklater,1991,5239.6,1991-07-05
1165,-14443660,30000000,Davis-Panzer Productions,UK,Russell Mulcahy,Action,15556340,Highlander II: The Quickening,R,11/1/1991,91,4.1,Christopher Lambert,38557,Gregory Widen,1991,-48.14553333333333,1991-11-01
1168,8691313,25000000,Hughes Entertainment,USA,John Hughes,Comedy,33691313,Curly Sue,PG,10/25/1991,101,5.7,Jim Belushi,17739,John Hughes,1991,34.765252000000004,1991-10-25
1169,-6342615,18000000,Goldcrest Films International,Ireland,Don Bluth,Animation,11657385,Amigos inseparables,G,4/3/1992,100,6.0,Glen Campbell,6716,Don Bluth,1991,-35.236749999999994,1992-04-03
1170,-15565274,23000000,Krisjair,USA,Simon Wincer,Action,7434726,Harley Davidson and the Marlboro Man,R,8/23/1991,98,6.0,Mickey Rourke,15567,Don Michael Paul,1991,-67.67510434782609,1991-08-23
1171,20793160,14000000,Walt Disney Pictures,USA,Randal Kleiser,Adventure,34793160,White Fang,PG,1/18/1991,107,6.7,Ethan Hawke,16702,Jack London,1991,148.52257142857144,1991-01-18
1174,-2753210,23000000,Universal Pictures,USA,Michael Karbelnikoff,Crime,20246790,Mobsters,R,7/26/1991,104,5.9,Christian Slater,7229,Michael Mahern,1991,-11.970478260869566,1991-07-26
1178,-7713686,17000000,Stone Group Pictures,USA,Craig R. Baxley,Action,9286314,Stone Cold,R,5/17/1991,88,5.9,Brian Bosworth,5551,Walter Doniger,1991,-45.374623529411764,1991-05-17
1186,-14134084,17000000,TriStar Pictures,USA,Maurice Phillips,Comedy,2865916,Another You,R,7/26/1991,100,5.3,Richard Pryor,2959,Ziggy Steinberg,1991,-83.1416705882353,1991-07-26
1187,15010896,10000000,Orion Pictures,USA,Jodie Foster,Drama,25010896,Little Man Tate,PG,11/1/1991,99,6.7,Jodie Foster,12172,Scott Frank,1991,150.10895999999997,1991-11-01
1190,-22247144,23000000,Argos Films,Germany,Wim Wenders,Action,752856,Until the End of the World,R,12/25/1991,280,6.8,William Hurt,7344,Peter Carey,1991,-96.72671304347827,1991-12-25
1191,-1284897,1400000,IRS Media,USA,Bobcat Goldthwait,Comedy,115103,Shakes the Clown,R,3/13/1992,87,5.6,Bobcat Goldthwait,3958,Bobcat Goldthwait,1991,-91.77835714285715,1992-03-13
1193,11018321,8000000,Columbia Pictures Corporation,USA,Alan Rudolph,Mystery,19018321,Mortal Thoughts,R,4/19/1991,102,5.7,Demi Moore,7239,William Reilly,1991,137.7290125,1991-04-19
1199,-811850,10000000,Vista Street Entertainment,USA,Eric Red,Horror,9188150,Body Parts,R,8/2/1991,88,5.5,Jeff Fahey,3290,Pierre Boileau,1991,-8.118499999999996,1991-08-02
1200,-10488969,22000000,Capella International,USA,Wolfgang Petersen,Crime,11511031,Shattered,R,10/11/1991,98,6.5,Tom Berenger,6807,Richard Neely,1991,-47.67713181818182,1991-10-11
1202,-8897474,13000000,Brooksfilms,USA,Mel Brooks,Comedy,4102526,Life Stinks,PG-13,7/26/1991,92,5.8,Mel Brooks,7979,Mel Brooks,1991,-68.4421076923077,1991-07-26
1203,-12453173,18000000,Metro-Goldwyn-Mayer (MGM),USA,Tom Mankiewicz,Comedy,5546827,Delirious,PG,8/9/1991,96,5.7,John Candy,6370,Lawrence J. Cohen,1991,-69.18429444444445,1991-08-09
1204,-6808875,7000000,Columbia Pictures Corporation,USA,Sean Penn,Drama,191125,The Indian Runner,R,9/20/1991,127,7.1,David Morse,7239,Sean Penn,1991,-97.26964285714286,1991-09-20
1205,-9940929,11000000,Baltimore Pictures,France,Steven Soderbergh,Drama,1059071,Kafka,PG-13,11/15/1991,98,6.9,Jeremy Irons,8341,Lem Dobbs,1991,-90.37208181818181,1991-11-15
1209,-12396071,17000000,Twentieth Century Fox Film Corporation,USA,Peter Faiman,Comedy,4603929,Dutch,PG-13,7/19/1991,107,6.4,Ed O'Neill,10048,John Hughes,1991,-72.91806470588236,1991-07-19
1210,-32034081,48000000,Touchstone Pictures,USA,Robert Benton,Crime,15965919,Billy Bathgate,R,11/1/1991,106,5.9,Dustin Hoffman,10085,E.L. Doctorow,1991,-66.73766875,1991-11-01
1213,-2609848,3000000,Cinetel Films,USA,Marc Rocco,Crime,390152,Where the Day Takes You,R,9/11/1992,105,6.8,Dermot Mulroney,2522,Michael Hitchcock,1991,-86.99493333333334,1992-09-11
1214,2438504,8000000,Palace Pictures,UK,Bill Duke,Comedy,10438504,A Rage in Harlem,R,5/3/1991,100,5.9,Forest Whitaker,1581,Chester Himes,1991,30.4813,1991-05-03
1216,-1233379,7500000,Carolco Pictures,USA,Martha Coolidge,Drama,6266621,Rambling Rose,R,9/20/1991,112,6.7,Laura Dern,4115,Calder Willingham,1991,-16.445053333333338,1991-09-20
1220,-9247574,13000000,Gladden Entertainment,USA,Stewart Raffill,Comedy,3752426,Mannequin: On the Move,PG,5/17/1991,95,4.1,Kristy Swanson,4885,Edward Rugoff,1991,-71.13518461538462,1991-05-17
1221,4061361,10000000,Paramount Pictures,USA,Mark DiSalle,Action,14061361,The Perfect Weapon,R,3/15/1991,90,6.0,Jeff Speakman,2867,David C. Wilson,1991,40.61361000000001,1991-03-15
1222,-16498215,18000000,Path� Entertainment,USA,Nicholas Meyer,Action,1501785,Company Business,PG-13,9/6/1991,98,5.7,Gene Hackman,1996,Nicholas Meyer,1991,-91.65675,1991-09-06
1224,-20412268,35000000,Paramount Pictures,USA,John Milius,Action,14587732,Flight of the Intruder,PG-13,1/18/1991,115,5.7,Danny Glover,5162,Stephen Coonts,1991,-58.32076571428571,1991-01-18
1225,-22139720,40000000,All Girl Productions,USA,Mark Rydell,Comedy,17860280,For the Boys,R,11/27/1991,138,6.3,Bette Midler,4430,Neal Jimenez,1991,-55.3493,1991-11-27
1227,-11264269,14000000,Orion Pictures,USA,Woody Allen,Comedy,2735731,Shadows and Fog,PG-13,3/20/1992,85,6.8,Woody Allen,14024,Woody Allen,1991,-80.45906428571429,1992-03-20
1228,-1996669,2000000,Empire Pictures (II),USA,Stuart Gordon,Horror,3331,The Pit and the Pendulum,R,6/27/1991,97,6.1,Lance Henriksen,3241,Edgar Allan Poe,1991,-99.83345,1991-06-27
1229,14281235,5000000,"Hudlin Brothers, The",USA,George Jackson,Comedy,19281235,House Party 2,R,10/23/1991,100,5.1,Christopher Reid,3925,Reginald Hudlin,1991,285.6247,1991-10-23
1232,-34657097,36000000,The Saul Zaentz Company,USA,Hector Babenco,Drama,1342903,At Play in the Fields of the Lord,R,12/6/1991,189,6.8,Tom Berenger,2755,Peter Matthiessen,1991,-96.26971388888889,1991-12-06
1234,-13545232,26000000,Hollywood Pictures,USA,Jerry Rees,Comedy,12454768,The Marrying Man,R,4/5/1991,115,5.7,Kim Basinger,4445,Neil Simon,1991,-52.09704615384616,1991-04-05
1235,5631969,17010000,Sean Daniel Company,USA,Nadia Tass,Comedy,22641969,Pure Luck,PG,8/9/1991,96,5.7,Martin Short,5618,Francis Veber,1991,33.109753086419744,1991-08-09
1236,-10999137,22000000,Largo Entertainment,USA,Rod Daniel,Comedy,11000863,The Super,R,10/4/1991,84,5.5,Joe Pesci,4400,Sam Simon,1991,-49.99607727272727,1991-10-04
1238,4682165,16400000,Orion Pictures,USA,Richard Franklin,Action,21082165,F/X2,PG-13,5/10/1991,108,5.8,Bryan Brown,7248,Robert T. Megginson,1991,28.549786585365844,1991-05-10
1239,-27882431,28000000,Films A2,France,Leos Carax,Drama,117569,The Lovers on the Bridge,R,7/2/1999,125,7.6,Juliette Binoche,9590,Leos Carax,1991,-99.58011071428572,1999-07-02
1241,359524,250000,Bronze Eye Productions,USA,Todd Haynes,Drama,609524,Poison,R,8/16/1991,85,6.5,Edith Meeks,2724,Jean Genet,1991,143.8096,1991-08-16
1244,-11590672,16000000,Hollywood Pictures,USA,Geoff Burrowes,Action,4409328,Run,R,2/1/1991,91,6.1,Patrick Dempsey,2157,Dennis Shryack,1991,-72.4417,1991-02-01
1250,7276846,4000000,Hollywood Pictures,USA,Heywood Gould,Action,11276846,One Good Cop,R,5/3/1991,114,5.8,Michael Keaton,3226,Heywood Gould,1991,181.92115,1991-05-03
1257,-1148917,16000000,Cinecom Entertainment Group,USA,Lasse Hallstr�m,Comedy,14851083,Once Around,R,2/1/1991,115,6.5,Richard Dreyfuss,3594,Malia Scotch Marmo,1991,-7.180731250000005,1991-02-01
1266,-5130675,6000000,Les Films 21,USA,Sylvio Tabet,Action,869325,Beastmaster 2: Through the Portal of Time,PG-13,8/30/1991,107,3.8,Marc Singer,2462,Andre Norton,1991,-85.51124999999999,1991-08-30
1272,-3833181,10000000,Orion Pictures,USA,Jonathan Wacks,Comedy,6166819,Mystery Date,PG-13,8/16/1991,97,6.0,Ethan Hawke,2180,Parker Bennett,1991,-38.33181,1991-08-16
1275,-3740988,4000000,Imagine Entertainment,USA,Radha Bharadwaj,Drama,259012,Closet Land,R,3/6/1991,100,7.2,Madeleine Stowe,2293,Radha Bharadwaj,1991,-93.5247,1991-03-06
1276,-1332316,10000000,TriStar Pictures,USA,Matthew Robbins,Adventure,8667684,Bingo,PG,8/9/1991,100,4.7,Cindy Williams,2380,Jim Strain,1991,-13.323160000000001,1991-08-09
1281,-18060723,19000000,Nelson Entertainment,USA,Sidney J. Furie,Action,939277,The Taking of Beverly Hills,R,10/11/1991,96,4.9,Ken Wahl,869,Sidney J. Furie,1991,-95.05643684210526,1991-10-11
1283,-1367067,1900000,Juno Pix,USA,Joseph B. Vasquez,Comedy,532933,Hangin' with the Homeboys,R,4/5/1991,100,7.0,Doug E. Doug,1147,Joseph B. Vasquez,1991,-71.9508947368421,1991-04-05
1291,2262293,450000,American Playhouse,USA,Matty Rich,Crime,2712293,Straight Out of Brooklyn,R,1991-06,100,5.9,George T. Odom,499,Matty Rich,1991,502.73177777777784,1991-06-01
1301,6563393,3000000,Touchstone Pictures,USA,Paul Mazursky,Comedy,9563393,Scenes from a Mall,R,2/22/1991,89,5.3,Bette Midler,4158,Roger L. Simon,1991,218.77976666666666,1991-02-22
1304,-1735090,3000000,Esperanza Films Inc.,USA,John Sayles,Crime,1264910,City of Hope,R,11/15/1991,129,7.4,Vincent Spano,1889,John Sayles,1991,-57.836333333333336,1991-11-15
1307,-7548881,13000000,Nelson Entertainment,USA,Duncan Gibbins,Action,5451119,Eve of Destruction,R,1/18/1991,99,4.8,Gregory Hines,1664,Duncan Gibbins,1991,-58.06831538461539,1991-01-18
1308,-5935438,6000000,Raffaella Productions,USA,Avi Nesher,Action,64562,Timebomb,R,5/25/1991,96,5.5,Michael Biehn,1236,Avi Nesher,1991,-98.92396666666666,1991-05-25
1309,-12010941,14000000,Not specified,USA,Arthur Hiller,Comedy,1989059,Married to It,R,3/26/1993,112,5.9,Beau Bridges,757,Janet Kovalcik,1991,-85.79243571428572,1993-03-26
1312,-10306764,15000000,Sandollar Productions,USA,Charles Lane,Comedy,4693236,True Identity,R,8/23/1991,93,5.1,Lenny Henry,1019,Andy Breckman,1991,-68.71176,1991-08-23
1320,1632029,1200000,Live Entertainment,USA,Quentin Tarantino,Crime,2832029,Reservoir Dogs,R,9/2/1992,99,8.3,Harvey Keitel,735396,Quentin Tarantino,1992,136.00241666666668,1992-09-02
1321,42522790,40000000,American Zoetrope,USA,Francis Ford Coppola,Horror,82522790,Bram Stoker's Dracula,R,11/13/1992,128,7.5,Gary Oldman,155460,Bram Stoker,1992,106.306975,1992-11-13
1322,189350219,28000000,Walt Disney Pictures,USA,Ron Clements,Animation,217350219,Aladdin,G,11/25/1992,90,8.0,Scott Weinger,287068,Ron Clements,1992,676.2507821428571,1992-11-25
1323,82831698,80000000,Warner Bros.,USA,Tim Burton,Action,162831698,Batman Returns,PG-13,6/19/1992,126,7.0,Michael Keaton,232027,Bob Kane,1992,103.5396225,1992-06-19
1324,68727000,49000000,Carolco Pictures,France,Paul Verhoeven,Drama,117727000,Bajos instintos,R,3/20/1992,127,6.9,Michael Douglas,143903,Joe Eszterhas,1992,140.25918367346938,1992-03-20
1325,35505856,40000000,Morgan Creek Productions,USA,Michael Mann,Action,75505856,The Last of the Mohicans,R,9/25/1992,112,7.8,Daniel Day-Lewis,122987,James Fenimore Cooper,1992,88.76464,1992-09-25
1326,86757447,14400000,Warner Bros.,USA,Clint Eastwood,Drama,101157447,Unforgiven,R,8/7/1992,131,8.2,Clint Eastwood,304536,David Webb Peoples,1992,602.4822708333334,1992-08-07
1327,41929168,11000000,Palo Vista Productions,USA,Jonathan Lynn,Comedy,52929168,My Cousin Vinny,R,3/13/1992,120,7.5,Joe Pesci,88685,Dale Launer,1992,381.1742545454545,1992-03-13
1328,101340178,40000000,Columbia Pictures Corporation,USA,Rob Reiner,Drama,141340178,A Few Good Men,R,12/11/1992,138,7.7,Tom Cruise,196002,Aaron Sorkin,1992,253.350445,1992-12-11
1329,-5839149,10000000,New Line Cinema,USA,David Lynch,Drama,4160851,Twin Peaks: Fire Walk with Me,R,8/28/1992,135,7.2,Sheryl Lee,67092,David Lynch,1992,-58.391490000000005,1992-08-28
1330,5473600,50000000,Twentieth Century Fox Film Corporation,USA,David Fincher,Action,55473600,Alien 3,R,5/22/1992,114,6.4,Sigourney Weaver,231709,Dan O'Bannon,1992,10.947200000000002,1992-05-22
1331,108610000,31000000,Touchstone Pictures,USA,Emile Ardolino,Comedy,139610000,Sister Act,PG,5/29/1992,100,6.3,Whoopi Goldberg,70833,Paul Rudnick,1992,350.35483870967744,1992-05-29
1332,67533928,40000000,Columbia Pictures Corporation,USA,Penny Marshall,Comedy,107533928,A League of Their Own,PG,7/1/1992,128,7.2,Tom Hanks,77047,Kim Wilson,1992,168.83482,1992-07-01
1333,3422650,55000000,Universal Pictures,USA,Robert Zemeckis,Comedy,58422650,Death Becomes Her,PG-13,7/31/1992,104,6.5,Meryl Streep,85470,Martin Donovan,1992,6.223000000000001,1992-07-31
1334,32895607,31000000,Universal Pictures,USA,Martin Brest,Drama,63895607,Scent of a Woman,R,1/8/1993,156,8.0,Al Pacino,209862,Giovanni Arpino,1992,106.11486129032257,1993-01-08
1335,-12180515,15000000,Touchwood Pacific Partners 1,USA,Kenny Ortega,Drama,2819485,Newsies,PG,4/10/1992,121,7.0,Christian Bale,16383,Bob Tzudiker,1992,-81.20343333333334,1992-04-10
1336,96945720,25000000,Kasdan Pictures,USA,Mick Jackson,Action,121945720,The Bodyguard,R,11/25/1992,129,6.2,Kevin Costner,97795,Lawrence Kasdan,1992,387.78288,1992-11-25
1337,101697350,20000000,Paramount Pictures,USA,Penelope Spheeris,Comedy,121697350,Wayne's World,PG-13,2/14/1992,94,7.0,Mike Myers,122552,Mike Myers,1992,508.48675,1992-02-14
1338,40752337,10000000,Avnet/Kerner Productions,USA,Stephen Herek,Comedy,50752337,The Mighty Ducks,PG,10/2/1992,100,6.4,Emilio Estevez,48129,Steven Brill,1992,407.52337,1992-10-02
1339,502976,11000000,Dino De Laurentiis Company,USA,Sam Raimi,Comedy,11502976,Army of Darkness,R,2/19/1993,81,7.6,Bruce Campbell,139216,Sam Raimi,1992,4.572509090909094,1993-02-19
1340,155585516,18000000,Twentieth Century Fox Film Corporation,USA,Chris Columbus,Adventure,173585516,Home Alone 2: Lost in New York,PG,11/20/1992,120,6.6,Macaulay Culkin,226766,John Hughes,1992,864.3639777777778,1992-11-20
1341,48363139,35000000,Warner Bros.,France,Andrew Davis,Action,83363139,Under Siege,R,10/9/1992,103,6.5,Steven Seagal,65431,J.F. Lawton,1992,138.18039714285715,1992-10-09
1342,-1774772,12500000,GGR,USA,James Foley,Crime,10725228,Glengarry Glen Ross,R,10/2/1992,100,7.8,Al Pacino,82352,David Mamet,1992,-14.198175999999997,1992-10-02
1343,-2757377,3000000,WingNut Films,New Zealand,Peter Jackson,Comedy,242623,Dead Alive,R,2/12/1993,104,7.6,Timothy Balme,81752,Stephen Sinclair,1992,-91.91256666666666,1993-02-12
1344,19792310,6000000,PolyGram Filmed Entertainment,USA,Bernard Rose,Horror,25792310,Candyman,R,10/16/1992,99,6.6,Virginia Madsen,54076,Clive Barker,1992,329.87183333333337,1992-10-16
1345,38287363,45000000,Mace Neufeld Productions,USA,Phillip Noyce,Action,83287363,Patriot Games,R,6/5/1992,117,6.9,Harrison Ford,86479,Tom Clancy,1992,85.08302888888888,1992-06-05
1348,-1481903,24000000,Touchstone Pictures,USA,Thom Eberhardt,Adventure,22518097,Captain Ron,PG-13,9/18/1992,90,5.7,Kurt Russell,17877,John Dwyer,1992,-6.1745958333333295,1992-09-18
1350,-21506741,31000000,Carolco Pictures,UK,Richard Attenborough,Biography,9493259,Chaplin,PG-13,1/8/1993,143,7.6,Robert Downey Jr.,45964,David Robinson,1992,-69.37658387096775,1993-01-08
1351,15169908,33000000,Largo International N.V.,USA,Spike Lee,Biography,48169908,Malcolm X,PG-13,11/18/1992,202,7.7,Denzel Washington,69074,Alex Haley,1992,45.96941818181819,1992-11-18
1352,15524763,15000000,Columbia Pictures Corporation,USA,Mick Garris,Horror,30524763,Sleepwalkers,R,4/10/1992,91,5.2,Brian Krause,16241,Stephen King,1992,103.49841999999998,1992-04-10
1353,650296,24000000,FAI Films,Australia,Bill Kroyer,Animation,24650296,FernGully: Las aventuras de Zak y Crysta,G,4/10/1992,76,6.5,Samantha Mathis,22480,Jim Cox,1992,2.709566666666663,1992-04-10
