,duration,budget,gross,year,month,roi_outlier_ind
7372,98,73000000,103891409,1998,11,False
7373,118,73000000,151493655,1999,3,False
7374,118,73000000,29725663,2000,6,False
7375,97,73000000,352333929,2016,6,False
7376,114,73000000,115084576,2018,2,False
7377,92,74000000,325186032,2015,2,False
7379,127,75000000,183031272,1994,9,False
7380,103,75000000,320689294,1996,3,False
7382,136,75000000,335062621,1996,8,False
7383,109,75000000,161376069,1997,2,False
7384,115,75000000,224012234,1997,8,False
7385,135,75000000,136982834,1997,10,False
7386,114,75000000,107752036,1999,3,False
7387,99,75000000,30657854,1999,5,False
7388,115,75000000,56709981,1998,4,False
7389,120,75000000,349464664,1998,5,False
7390,104,75000000,46732881,1998,1,False
7391,104,75000000,296339528,2000,10,False
7392,94,75000000,36754634,2000,9,False
7393,90,75000000,28544120,1999,9,False
7394,102,75000000,54264342,1999,3,False
7395,109,75000000,19598588,1999,11,False
7396,105,75000000,93900680,1999,5,False
7397,93,75000000,7622365,2001,7,False
7398,124,75000000,215663859,2000,2,False
7399,106,75000000,248118121,2000,12,False
7400,123,75000000,67631903,2001,11,False
7401,89,75000000,54249294,2001,4,False
7402,138,75000000,115374915,2002,8,False
7403,106,75000000,195745823,2003,6,False
7404,90,75000000,374583879,2004,2,False
7405,121,75000000,86468162,2003,11,False
7406,116,75000000,51142659,2003,12,False
7407,99,75000000,198520934,2004,6,False
7409,91,75000000,262511490,2005,3,False
7410,108,75000000,290835269,2004,9,False
7411,91,75000000,141861243,2006,10,False
7412,129,75000000,142400065,2005,10,False
7413,117,75000000,203552922,2007,9,False
7414,126,75000000,180557550,2006,12,False
7416,104,75000000,152930623,2011,11,False
7417,102,75000000,119483446,2007,2,False
7418,110,75000000,342463063,2008,7,False
7419,121,75000000,201545517,2008,1,False
7420,100,75000000,98159963,2010,6,False
7421,146,75000000,71585235,2009,10,False
7422,88,75000000,443140005,2009,1,False
7423,110,75000000,226904017,2011,11,False
7424,123,75000000,59418613,2012,6,False
7425,110,75000000,132274484,2011,10,False
7426,87,75000000,342695435,2011,1,False
7427,116,75000000,107045109,2015,9,False
7428,115,75000000,351723989,2013,7,False
7431,121,75000000,220021259,2016,10,False
7433,104,75000000,197744377,2018,8,False
7434,130,75000000,326709727,2019,5,False
7435,97,75000000,179990300,2019,10,False
7436,114,75000000,399906661,2018,9,False
7437,92,76000000,35134820,2000,7,False
7438,109,76000000,70595464,2006,11,False
7439,107,76000000,236350661,2003,6,False
7441,103,78000000,179179718,2003,4,False
7442,124,78000000,209196298,2002,10,False
7443,110,78000000,179265204,2003,10,False
7445,95,78000000,274325949,2013,12,False
7446,154,79000000,173013509,2003,2,False
7447,91,79000000,149673788,2011,2,False
7448,94,79000000,335260290,2012,2,False
7449,169,79000000,473093228,2019,9,False
7450,126,80000000,266903053,1992,9,False
7451,114,80000000,159212469,1996,12,False
7452,110,80000000,457731198,1996,9,False
7453,121,80000000,309492681,1996,1,False
7454,88,80000000,230418342,1996,2,False
7455,138,80000000,245676146,1997,10,False
7456,93,80000000,177977226,1997,3,False
7457,177,80000000,17626234,1997,2,False
7458,134,80000000,37020277,1998,4,False
7459,172,80000000,22852487,1998,10,False
7460,124,80000000,415933406,1999,8,False
7461,130,80000000,136159423,1998,1,False
7462,75,80000000,90874570,1999,9,False
7463,103,80000000,176885658,1999,5,False
7464,108,80000000,73475268,1999,6,False
7465,137,80000000,46112640,1999,3,False
7466,126,80000000,34105207,1999,9,False
7467,122,80000000,35242897,1999,5,False
7468,126,80000000,118880016,1999,3,False
7469,145,80000000,66579890,2000,4,False
7470,126,80000000,39459427,2000,3,False
7471,83,80000000,122563539,2002,12,False
7472,113,80000000,177311151,1999,10,False
7473,106,80000000,33463969,2000,1,False
7474,114,80000000,78110021,2004,11,False
7475,101,80000000,98376292,2001,7,False
7476,117,80000000,181001478,2002,12,False
7477,117,80000000,207725639,2003,11,False
7478,96,80000000,123729176,2002,3,False
7479,85,80000000,273144151,2002,6,False
7480,115,80000000,522657936,2004,2,False
7481,116,80000000,43935763,2003,7,False
7482,101,80000000,11665465,2005,9,False
7483,93,80000000,68514844,2003,12,False
7484,132,80000000,10777375,2005,7,False
7485,83,80000000,339795890,2006,10,False
7486,93,80000000,181216833,2004,4,False
7487,128,80000000,265328738,2003,2,False
7488,129,80000000,96105910,2004,11,False
7489,88,80000000,164112721,2008,1,False
7490,131,80000000,55470154,2004,4,False
7491,128,80000000,162944923,2005,10,False
7492,93,80000000,164115897,2006,3,False
7493,95,80000000,102338515,2006,4,False
7494,110,80000000,230685453,2008,7,False
7495,99,80000000,40170558,2007,10,False
7497,118,80000000,54004950,2009,1,False
7498,99,80000000,212874864,2008,3,False
7499,104,80000000,233093859,2008,12,False
7500,89,80000000,122444772,2009,1,False
7501,118,80000000,157107755,2010,2,False
7502,118,80000000,178767383,2008,2,False
7503,138,80000000,294804195,2010,3,False
7504,97,80000000,140073390,2010,10,False
7505,102,80000000,169852759,2011,8,False
7506,117,80000000,81126522,2010,3,False
7507,81,80000000,203509374,2010,1,False
7508,103,80000000,274470394,2010,9,False
7509,142,80000000,120432178,2009,10,False
7510,102,80000000,271457301,2010,10,False
7512,117,80000000,214945591,2011,4,False
7513,87,80000000,126546518,2013,1,False
7514,117,80000000,52099090,2016,3,False
7515,101,80000000,246984278,2013,11,False
7516,89,80000000,474800000,2015,10,False
7518,104,80000000,311950384,2017,2,False
7519,86,80000000,430051293,2019,6,False
7521,95,80000000,40882928,2020,1,False
7522,96,80000000,214040103,2018,10,False
7523,147,80000000,277207347,2020,8,False
7524,101,81000000,484592874,2003,5,False
7525,129,81000000,414351546,2014,2,False
7526,108,81200000,97571250,2015,1,False
7527,118,82000000,47434430,1999,3,False
7528,123,82000000,96085477,2000,1,False
7529,113,82000000,191466556,2005,7,False
7530,110,82000000,89792502,2011,3,False
7531,107,82500000,240685326,2006,9,False
7532,90,83000000,59468275,2000,8,False
7533,106,84000000,166339890,2000,10,False
7534,89,84000000,275650703,2002,6,False
7535,94,84000000,59981548,2005,4,False
7536,105,84000000,435086403,2017,12,False
7537,116,84000000,148075565,2013,8,False
7538,109,84500000,201858461,2020,2,False
7539,130,85000000,137298489,1993,10,False
7540,124,85000000,315156409,1997,9,False
7541,98,85000000,28598376,1997,10,False
7542,93,85000000,252712101,1997,12,False
7543,113,85000000,55382927,1998,11,False
7544,101,85000000,34562556,1998,4,False
7545,158,85000000,66976317,1999,1,False
7546,90,85000000,58292295,2000,6,False
7547,100,85000000,183611771,2000,1,False
7548,108,85000000,78382433,2002,2,False
7549,116,85000000,450717150,2001,12,False
7550,95,85000000,77885672,2002,4,False
7551,104,85000000,80981914,2003,3,False
7552,102,85000000,131426169,2005,9,False
7553,145,85000000,162242962,2005,12,False
7554,86,85000000,200811689,2006,12,False
7555,120,85000000,168319243,2008,7,False
7556,97,85000000,148963822,2006,3,False
7557,86,85000000,298572799,2008,4,False
7558,136,85000000,205841885,2006,2,False
7559,107,85000000,340487652,2007,12,False
7560,104,85000000,158964610,2006,7,False
7561,88,85000000,225132113,2008,2,False
7562,122,85000000,311312624,2007,6,False
7563,115,85000000,187134117,2007,9,False
7564,91,85000000,358375603,2012,11,False
7565,107,85000000,360364265,2009,4,False
7566,121,85000000,219103655,2009,3,False
7567,82,85000000,112483764,2010,9,False
7568,107,85000000,346118277,2017,1,False
7569,115,85000000,208076205,2012,3,False
7570,106,85000000,183018522,2012,4,False
7571,139,85000000,288885818,2014,4,False
7572,124,85000000,119520023,2016,1,False
7573,99,85000000,306766470,2020,2,False
7574,94,86000000,108605609,2006,2,False
7575,131,87000000,351692268,2001,2,False
7576,140,87000000,148336445,2003,10,False
7577,144,88000000,108539911,2005,9,False
7578,118,88000000,105316267,2005,11,False
7579,105,88000000,244874809,2015,7,False
7580,107,88000000,160542134,2018,10,False
7581,128,90000000,366236538,1995,10,False
7582,96,90000000,113493481,1995,9,False
7583,150,90000000,171120329,1997,11,False
7584,111,90000000,140807547,1997,3,False
7585,178,90000000,142940100,1998,1,False
7586,98,90000000,589390539,1997,10,False
7587,92,90000000,497374776,1999,12,False
7588,104,90000000,122823468,1997,11,False
7589,97,90000000,69131860,1998,3,False
7590,132,90000000,250849789,1998,1,False
7591,114,90000000,50632037,1998,3,False
7592,88,90000000,304320254,1998,12,False
7593,100,90000000,161626121,1999,2,False
7594,115,90000000,202292902,1998,3,False
7595,90,90000000,14828081,2000,8,False
7596,157,90000000,60289912,1999,2,False
7597,78,90000000,134403112,1999,12,False
7598,104,90000000,10372291,2001,5,False
7599,143,90000000,429632142,2000,1,False
7600,118,90000000,237202299,2000,9,False
7601,90,90000000,347325802,2001,4,False
7602,93,90000000,103370127,2004,7,False
7603,99,90000000,182290266,2003,3,False
7604,114,90000000,188133322,2013,12,False
7605,151,90000000,291465034,2006,10,False
7606,96,90000000,164170327,2008,3,False
7607,135,90000000,65900249,2006,11,False
7608,113,90000000,63523283,2011,8,False
7609,113,90000000,204313400,2008,10,False
7610,128,90000000,524028679,2009,12,False
7611,110,90000000,17177993,2010,12,False
7613,96,90000000,483866518,2011,4,False
7614,124,90000000,424617855,2020,2,False
7615,158,90000000,232617430,2011,2,False
7616,106,90000000,146936910,2015,10,False
7617,106,90000000,199850315,2013,9,False
7619,126,90000000,214657577,2014,9,False
7620,132,90000000,162360636,2016,9,False
7621,123,90000000,127461872,2019,9,False
7622,92,90000000,234798636,2015,12,False
7623,129,90000000,334897606,2016,6,False
7624,117,90000000,375540831,2018,12,False
7625,133,90000000,12448676,2016,4,False
7626,85,90000000,119559110,2019,4,False
7627,90,90000000,14078268,2020,4,False
7628,161,90000000,374343626,2019,9,False
7629,113,92000000,494471524,1996,10,False
7630,148,92000000,113996937,1999,1,False
7631,144,92000000,172989651,2001,2,False
7633,107,92000000,195702811,2008,10,False
7634,98,92000000,304654182,2013,2,False
7635,126,93000000,264029966,1997,10,False
7637,98,93000000,264105545,2000,11,False
7638,92,93000000,368780809,2001,8,False
7639,105,93000000,481800873,2011,9,False
7640,116,94000000,54744738,2001,4,False
7644,119,94000000,274650803,2018,3,False
7645,146,94000000,2855644,2011,12,False
7646,136,95000000,250288523,1998,12,False
7647,89,95000000,76432727,2000,10,False
7648,116,95000000,149705852,1999,12,False
7649,112,95000000,190213455,2000,10,False
7650,117,95000000,160099222,2003,10,False
7651,118,95000000,226497209,2010,3,False
7652,102,95000000,114178613,2014,2,False
7653,105,95000000,542351353,2015,3,False
7655,85,95000000,104907746,2012,9,False
7656,110,95000000,73832113,2019,2,False
7657,119,95000000,384857224,2019,1,False
7658,122,97000000,240891763,2017,5,False
7659,137,97000000,619021436,2017,3,False
7660,152,97600000,225508210,2019,11,False
7661,124,98000000,10017322,1995,12,False
7662,130,98000000,443280904,2001,5,False
7663,88,99000000,246233113,2015,11,False
7664,107,99000000,192306508,2019,2,False
7665,121,100000000,336567531,1995,10,False
7666,115,100000000,242295562,1996,10,False
7667,91,100000000,325338851,1996,12,False
7668,106,100000000,333535934,2005,9,False
7669,78,100000000,169327687,2000,4,False
7670,119,100000000,362211740,2001,9,False
7671,122,100000000,211989043,1999,11,False
7672,130,100000000,291420351,2000,12,False
7673,105,100000000,206071502,1999,1,False
7674,95,100000000,7103973,2002,11,False
7675,132,100000000,87423861,1999,2,False
7676,114,100000000,110983407,2000,5,False
7677,146,100000000,235926552,2001,10,False
7678,167,100000000,193772504,2002,1,False
7679,138,100000000,65716126,2002,11,False
7681,113,100000000,121975011,2003,4,False
7682,136,100000000,108040622,2004,4,False
7683,104,100000000,82102379,2004,8,False
7684,121,100000000,230884728,2005,2,False
7685,108,100000000,384336108,2006,12,False
7686,131,100000000,347512318,2004,12,False
7687,90,100000000,204681899,2005,1,False
7688,101,100000000,100140096,2009,10,False
7689,85,100000000,152005713,2007,10,False
7690,132,100000000,365971656,2019,4,False
7691,104,100000000,250425512,2006,12,False
7692,143,100000000,171720398,2006,1,False
7693,102,100000000,68777554,2009,12,False
7694,98,100000000,167805466,2010,11,False
7695,116,100000000,97838349,2007,11,False
7696,157,100000000,269755430,2007,1,False
7697,90,100000000,243006126,2009,12,False
7698,102,100000000,268426634,2013,5,False
7699,115,100000000,154711438,2010,4,False
7700,98,100000000,310650585,2010,1,False
7701,180,100000000,392000694,2013,1,False
7702,106,100000000,150166126,2009,9,False
7703,140,100000000,214104620,2009,11,False
7704,117,100000000,242688965,2014,2,False
7705,103,100000000,278780441,2010,12,False
7706,146,100000000,290745055,2010,5,False
7707,98,100000000,244819862,2014,8,False
7709,107,100000000,170458922,2010,11,False
7710,122,100000000,93920758,2015,12,False
7711,97,100000000,147419472,2011,12,False
7713,128,100000000,83672673,2018,12,False
7714,109,100000000,132675864,2018,3,False
7715,119,100000000,182206924,2014,1,False
7716,103,100000000,314975955,2012,8,False
7717,165,100000000,425368238,2012,1,False
7718,105,100000000,117831631,2014,2,False
7719,119,100000000,103039258,2014,4,False
7720,93,100000000,17150803,2014,1,False
7721,123,100000000,94061311,2016,9,False
7722,124,100000000,142337240,2017,4,False
7723,116,100000000,86493046,2018,11,False
7724,106,100000000,526949403,2017,8,False
7725,102,100000000,171616764,2019,12,False
7726,93,100000000,26249469,2019,9,False
7727,138,100000000,125619985,2019,11,False
7728,137,102000000,520884847,1991,12,False
7729,145,102000000,358372926,2002,9,False
7730,99,102000000,147080413,2001,9,False
7731,172,102000000,130482868,2012,1,False
7732,155,103000000,465361176,2000,5,False
7733,100,103000000,362000072,2013,5,False
7734,101,103000000,498781117,2014,4,False
7735,141,104000000,410902662,2017,9,False
7736,129,105000000,121214377,1997,2,False
7737,83,105000000,171757863,1998,1,False
7738,119,105000000,115900534,2004,8,False
7739,109,105000000,269784201,2008,3,False
7740,97,105000000,267045765,2009,12,False
7741,143,105000000,353641895,2013,5,False
7742,105,105000000,347545360,2013,9,False
7743,114,105000000,133718711,2015,1,False
7744,94,105000000,408579038,2016,8,False
7745,116,105000000,327598891,2019,2,False
7746,157,107000000,87812729,2001,3,False
7747,137,107000000,25819961,2004,6,False
7748,129,108000000,22678555,2016,3,False
7749,144,108000000,630161890,2015,10,False
7750,82,109000000,133960541,2003,6,False
7751,119,110000000,333011068,1997,12,False
7752,165,110000000,215294342,2000,8,False
7753,110,110000000,228738393,2007,3,False
7754,134,110000000,407711549,2003,4,False
7755,76,110000000,145358062,2004,9,False
7756,120,110000000,72178895,2004,1,False
7757,128,110000000,388156011,2007,10,False
7758,170,110000000,213719942,2004,1,False
7759,167,110000000,100266865,2006,4,False
7760,125,110000000,362744280,2004,12,False
7761,120,110000000,487287646,2005,12,False
7762,117,110000000,177238796,2010,6,False
7763,127,110000000,299268508,2011,11,False
7764,115,110000000,444100035,2007,11,False
7765,103,110000000,563749323,2011,9,False
7766,108,110000000,574480841,2006,2,False
7767,100,110000000,293503354,2010,10,False
7768,107,110000000,169801921,2017,3,False
7769,102,110000000,337580051,2014,3,False
7770,117,110000000,712205856,2011,11,False
7771,116,110000000,303144152,2016,12,False
7772,114,110000000,125544024,2013,10,False
7773,107,110000000,121790373,2016,10,False
7774,127,110000000,296482446,2016,12,False
7775,114,110000000,473990832,2015,5,False
7776,114,110000000,253890701,2019,7,False
7777,119,110000000,297002527,2015,3,False
7778,120,110000000,179246868,2016,3,False
7780,108,111000000,296069199,2017,12,False
7781,85,112000000,237382724,2010,2,False
7783,101,113000000,71022693,2005,4,False
7784,141,115000000,378882411,1994,9,False
7786,142,115000000,653779970,2002,5,False
7787,100,115000000,274703340,2001,12,False
7788,92,115000000,578981070,2001,3,False
7789,134,115000000,77628265,2002,6,False
7790,126,115000000,143049560,2001,12,False
7791,109,115000000,286140700,2013,8,False
7792,114,115000000,164989338,2016,4,False
7793,108,116000000,178127760,1997,4,False
7794,109,117000000,261989769,2010,10,False
7795,95,120000000,363258859,1998,2,False
7796,95,120000000,186053725,2001,12,False
7797,77,120000000,169956806,2002,8,False
7798,106,120000000,259175788,2003,7,False
7799,117,120000000,461991867,2006,8,False
7800,115,120000000,353133898,2004,10,False
7801,126,120000000,203567857,2004,10,False
7802,127,120000000,609016565,2012,12,False
7803,135,120000000,93945766,2008,5,False
7804,119,120000000,227817248,2011,1,False
7805,121,120000000,48668907,2010,2,False
